pred_param1,truth_param1,pred_param2,truth_param2,loss_per_sample,pred_sigma1,pred_sigma2
9.359819999999999807e-01,8.885973700000000530e-01,1.732416500000000026e+00,1.665178999999999965e+00,0.000000000000000000e+00,9.533495424029949650e-01,1.252017651632755468e+00
2.805267000000000177e-01,2.680990400000000107e-01,3.166589699999999841e+00,3.128136000000000028e+00,0.000000000000000000e+00,5.102296541754507420e-01,1.717382019237420510e+00
9.163848999999999467e-01,9.211468000000000433e-01,3.388597700000000046e+00,3.315854799999999880e+00,0.000000000000000000e+00,9.440298935944771985e-01,1.781473659642488272e+00
1.274036799999999914e-01,1.046204599999999985e-01,3.452930700000000019e+00,3.304209999999999869e+00,0.000000000000000000e+00,3.252352686902206247e-01,1.796295632684108190e+00
7.397152999999999645e-01,7.236181999999999892e-01,4.007916500000000326e+00,3.602856599999999965e+00,0.000000000000000000e+00,8.477687479495809031e-01,1.945401166854795472e+00
8.354449000000000458e-01,8.270343999999999474e-01,3.824672200000000188e+00,3.668372199999999861e+00,0.000000000000000000e+00,9.042604879126368012e-01,1.895551845769458232e+00
1.820949900000000121e-01,2.012081599999999970e-01,3.169030699999999978e+00,3.286868600000000029e+00,0.000000000000000000e+00,4.022033938195946901e-01,1.715369493724311356e+00
1.634986999999999968e-01,1.208514200000000011e-01,1.497785099999999980e+00,1.535577200000000087e+00,0.000000000000000000e+00,3.484803150825022122e-01,1.175329740966338354e+00
7.989257600000000403e-01,8.037615999999999650e-01,3.701990100000000172e+00,3.930822800000000061e+00,0.000000000000000000e+00,8.819093717610670957e-01,1.865542468023711375e+00
4.094073200000000190e-01,3.969252400000000125e-01,2.148786799999999886e+00,2.352006199999999936e+00,0.000000000000000000e+00,6.238468722370899000e-01,1.399875780203372111e+00
9.413259000000000487e-01,9.197246000000000032e-01,2.330705599999999933e+00,2.171093200000000056e+00,0.000000000000000000e+00,9.573855545181366722e-01,1.463671069605462893e+00
6.909624300000000163e-01,6.769315599999999877e-01,3.306388999999999800e+00,3.513365999999999989e+00,0.000000000000000000e+00,8.187238667585060581e-01,1.756994308471145683e+00
9.255664300000000511e-01,8.869299999999999962e-01,1.845980399999999966e+00,1.758859399999999962e+00,0.000000000000000000e+00,9.487147621914607809e-01,1.293595725101161609e+00
6.995400000000000507e-01,6.804575299999999771e-01,2.681527099999999830e+00,2.327283899999999850e+00,0.000000000000000000e+00,8.238206965110793645e-01,1.574336495162327099e+00
8.740200999999999665e-01,8.827975399999999917e-01,1.301414700000000035e+00,1.188695000000000057e+00,0.000000000000000000e+00,9.168224473691729548e-01,1.078037986343709509e+00
4.661697699999999833e-01,4.406169400000000125e-01,3.527560699999999994e+00,3.605342600000000175e+00,0.000000000000000000e+00,6.665448447028902157e-01,1.820475569734458121e+00
6.149413599999999924e-01,6.050033000000000216e-01,2.724382900000000163e+00,2.744052200000000052e+00,0.000000000000000000e+00,7.711220201757955639e-01,1.586497620546592602e+00
7.014072000000000084e-01,6.847843500000000416e-01,1.733147400000000005e+00,1.664447100000000068e+00,0.000000000000000000e+00,8.215909870489086497e-01,1.251712107475197344e+00
3.825937999999999839e-01,3.657740400000000225e-01,2.761985999999999830e+00,3.037009199999999964e+00,0.000000000000000000e+00,6.005092005956278456e-01,1.601103556925659976e+00
9.302093999999999641e-01,9.024984000000000339e-01,1.689653999999999989e+00,1.779118800000000000e+00,0.000000000000000000e+00,9.505916052648476500e-01,1.233874385827017583e+00
3.685014500000000082e-01,3.599476200000000237e-01,1.854071999999999942e+00,2.045326999999999895e+00,0.000000000000000000e+00,5.906262269828524980e-01,1.291541946666851404e+00
9.212160000000000348e-01,9.348438999999999499e-01,1.519793500000000019e+00,1.280407999999999991e+00,0.000000000000000000e+00,9.453219028457977569e-01,1.166831435983792797e+00
3.162183199999999972e-01,3.169190599999999747e-01,3.585293500000000133e+00,3.671856899999999868e+00,0.000000000000000000e+00,5.455817995498016826e-01,1.833537837078907939e+00
9.253185400000000227e-01,9.143805499999999586e-01,2.665458000000000105e+00,2.697867899999999874e+00,0.000000000000000000e+00,9.494312192044245258e-01,1.569297358692736788e+00
3.801147999999999749e-01,3.641143700000000205e-01,2.534520999999999802e+00,2.889306799999999953e+00,0.000000000000000000e+00,6.025995519414198975e-01,1.525405519853655356e+00
4.260429000000000022e-01,4.185387500000000149e-01,3.637844799999999879e+00,3.538971999999999785e+00,0.000000000000000000e+00,6.364594252582013167e-01,1.849476980121677494e+00
3.247176999999999980e-01,3.196369399999999805e-01,3.548395000000000188e+00,3.723536300000000132e+00,0.000000000000000000e+00,5.520417194379424464e-01,1.824905093422668934e+00
6.197428999999999855e-01,6.149885999999999964e-01,3.463831400000000116e+00,3.229931999999999803e+00,0.000000000000000000e+00,7.738357448451189669e-01,1.800763116014985510e+00
1.291469299999999931e-01,1.279256000000000004e-01,3.520018799999999892e+00,3.593969799999999992e+00,0.000000000000000000e+00,3.244390543692297069e-01,1.817772538025591356e+00
5.136097699999999655e-01,4.961079400000000250e-01,1.390025499999999914e+00,1.087962000000000096e+00,0.000000000000000000e+00,6.946471046509874459e-01,1.115687097711540288e+00
9.452520599999999495e-01,9.139032999999999740e-01,3.000132999999999939e+00,2.890399700000000127e+00,0.000000000000000000e+00,9.605443508761061233e-01,1.668270481666567218e+00
1.516259899999999883e-01,1.535882500000000095e-01,3.253617300000000157e+00,3.502853599999999901e+00,0.000000000000000000e+00,3.595659744747826125e-01,1.741639256562621307e+00
3.296239400000000042e-01,3.034733199999999909e-01,3.415179000000000187e+00,3.279892199999999924e+00,0.000000000000000000e+00,5.542223109908153145e-01,1.790072568361405825e+00
8.332095999999999947e-01,8.124552000000000440e-01,1.209608699999999981e+00,1.324773299999999931e+00,0.000000000000000000e+00,8.920046188221224526e-01,1.039818061008751515e+00
1.990476399999999979e-01,1.276527500000000093e-01,1.110083300000000106e+00,1.166534399999999971e+00,0.000000000000000000e+00,3.939739712214501144e-01,9.962902388360531658e-01
9.168990999999999669e-01,9.433139000000000385e-01,1.135345999999999966e+00,1.149992799999999926e+00,0.000000000000000000e+00,9.373276374886211348e-01,1.006743711179761913e+00
4.517094500000000123e-01,4.438146700000000222e-01,3.649150800000000139e+00,3.849340999999999902e+00,0.000000000000000000e+00,6.577760257108797859e-01,1.849888996669800223e+00
2.933764500000000108e-01,2.934920500000000043e-01,3.739822399999999991e+00,3.805392499999999956e+00,0.000000000000000000e+00,5.221979892722682370e-01,1.876697604836751632e+00
7.105872600000000539e-01,7.124058599999999464e-01,3.500149700000000141e+00,3.457404599999999828e+00,0.000000000000000000e+00,8.314179454401979807e-01,1.809676904864512048e+00
1.910267999999999966e-01,1.881679099999999938e-01,1.830133100000000068e+00,1.654940999999999995e+00,0.000000000000000000e+00,4.073815778849112501e-01,1.286021967152972012e+00
6.614049699999999810e-01,6.448352299999999815e-01,2.203255200000000080e+00,2.296557700000000146e+00,0.000000000000000000e+00,7.988086504288746115e-01,1.420812689977112964e+00
2.966175699999999971e-01,2.989895300000000034e-01,1.337094999999999922e+00,1.190250299999999983e+00,0.000000000000000000e+00,5.190020231174441445e-01,1.088452892871345279e+00
8.391982000000000053e-01,8.158431000000000433e-01,1.494654399999999939e+00,1.466666699999999990e+00,0.000000000000000000e+00,8.989635698959107524e-01,1.158846409150064982e+00
